date,location,cases,deaths,tests,percent_positivity,CFR,sequences,sequencing_rate
2020-01,Austria,0.0,0.0,0.0,NaN,NaN,NaN,NaN
2020-01,Azerbaijan,0.0,0.0,0.0,NaN,NaN,NaN,NaN
2020-01,Bahrain,0.0,0.0,0.0,NaN,NaN,NaN,NaN
2020-01,Belarus,0.0,0.0,0.0,NaN,NaN,NaN,NaN
2020-01,Belgium,0.0,0.0,0.0,NaN,NaN,NaN,NaN
2020-01,Brazil,0.0,0.0,0.0,NaN,NaN,NaN,NaN
2020-01,Cambodia,1.0,0.0,0.0,NaN,0.0,1.0,1.0
2020-01,Canada,3.0,0.0,0.0,NaN,0.0,63.0,21.0
2020-01,China,9687.0,213.0,0.0,NaN,0.02198823165066584,253.0,0.02611747703107257
2020-01,Croatia,0.0,0.0,0.0,NaN,NaN,NaN,NaN
2020-01,Czech Republic,0.0,0.0,17.0,0.0,NaN,NaN,NaN
2020-01,Denmark,0.0,0.0,2.0,0.0,NaN,NaN,NaN
2020-01,Dominican Republic,0.0,0.0,0.0,NaN,NaN,NaN,NaN
2020-01,Ecuador,0.0,0.0,0.0,NaN,NaN,NaN,NaN
2020-01,Egypt,0.0,0.0,0.0,NaN,NaN,NaN,NaN
2020-01,Estonia,0.0,0.0,0.0,NaN,NaN,NaN,NaN
2020-01,Fiji,0.0,0.0,0.0,NaN,NaN,NaN,NaN
2020-01,Finland,1.0,0.0,0.0,NaN,0.0,1.0,1.0
2020-01,France,6.0,0.0,0.0,NaN,0.0,4.0,0.6666666666666666
2020-01,Georgia,0.0,0.0,0.0,NaN,NaN,1.0,NaN
2020-01,Germany,5.0,0.0,0.0,NaN,0.0,8.0,1.6
2020-01,Greece,0.0,0.0,0.0,NaN,NaN,NaN,NaN
2020-01,Hong Kong,0.0,0.0,0.0,NaN,NaN,18.0,NaN
2020-01,Iceland,0.0,0.0,0.0,NaN,NaN,NaN,NaN
2020-01,India,1.0,0.0,0.0,NaN,0.0,43.0,43.0
2020-01,Indonesia,0.0,0.0,0.0,NaN,NaN,10.0,NaN
2020-01,International,0.0,0.0,0.0,NaN,NaN,NaN,NaN
2020-01,Iran,0.0,0.0,0.0,NaN,NaN,NaN,NaN
2020-01,Iraq,0.0,0.0,0.0,NaN,NaN,NaN,NaN
2020-01,Ireland,0.0,0.0,0.0,NaN,NaN,NaN,NaN
2020-01,Israel,0.0,0.0,5.0,0.0,NaN,NaN,NaN
2020-01,Italy,3.0,0.0,0.0,NaN,0.0,16.0,5.333333333333333
2020-01,Japan,14.0,0.0,0.0,NaN,0.0,9.0,0.6428571428571429
2020-01,Kuwait,0.0,0.0,0.0,NaN,NaN,NaN,NaN
2020-01,Lebanon,0.0,0.0,0.0,NaN,NaN,NaN,NaN
2020-01,Lithuania,0.0,0.0,0.0,NaN,NaN,NaN,NaN
2020-01,Luxembourg,0.0,0.0,0.0,NaN,NaN,NaN,NaN
2020-01,Macedonia,0.0,0.0,0.0,NaN,NaN,NaN,NaN
2020-01,Malaysia,8.0,0.0,0.0,NaN,0.0,6.0,0.75
2020-01,Mexico,2.0,0.0,5422.0,0.00036886757654002215,0.0,NaN,NaN
2020-01,Monaco,0.0,0.0,0.0,NaN,NaN,NaN,NaN
2020-01,Nepal,1.0,0.0,2.0,0.5,0.0,1.0,1.0
2020-01,Netherlands,0.0,0.0,0.0,NaN,NaN,173.0,NaN
2020-01,New Zealand,0.0,0.0,0.0,NaN,NaN,180.0,NaN
2020-01,Nigeria,0.0,0.0,0.0,NaN,NaN,NaN,NaN
2020-01,Norway,0.0,0.0,0.0,NaN,NaN,NaN,NaN
2020-01,Oman,0.0,0.0,0.0,NaN,NaN,NaN,NaN
2020-01,Pakistan,0.0,0.0,0.0,NaN,NaN,NaN,NaN
2020-01,Philippines,1.0,0.0,0.0,NaN,0.0,3.0,3.0
2020-01,Qatar,0.0,0.0,0.0,NaN,NaN,NaN,NaN
2020-01,Romania,0.0,0.0,0.0,NaN,NaN,1.0,NaN
2020-01,Russia,0.0,0.0,0.0,NaN,NaN,5.0,NaN
2020-01,San Marino,0.0,0.0,0.0,NaN,NaN,NaN,NaN
2020-01,Singapore,13.0,0.0,0.0,NaN,0.0,12.0,0.9230769230769231
2020-01,South Korea,7.0,0.0,144.0,0.04861111111111111,0.0,8.0,1.1428571428571428
2020-01,Spain,0.0,0.0,0.0,NaN,NaN,1.0,NaN
2020-01,Sri Lanka,1.0,0.0,0.0,NaN,0.0,1.0,1.0
2020-01,Sweden,0.0,0.0,0.0,NaN,NaN,1.0,NaN
2020-01,Switzerland,0.0,0.0,137.0,0.0,NaN,NaN,NaN
2020-01,Taiwan,9.0,0.0,916.0,0.009825327510917031,0.0,5.0,0.5555555555555556
2020-01,Thailand,14.0,0.0,846.0,0.016548463356974,0.0,17.0,1.2142857142857142
2020-01,United Arab Emirates,4.0,0.0,75.0,0.05333333333333334,0.0,3.0,0.75
2020-01,United Kingdom,0.0,0.0,0.0,NaN,NaN,603.0,NaN
2020-01,United States,6.0,0.0,0.0,NaN,0.0,NaN,NaN
2020-01,Vietnam,5.0,0.0,0.0,NaN,0.0,2.0,0.4
2020-01,World,9799.0,213.0,0.0,NaN,0.021736911929788758,NaN,NaN
2020-02,Afghanistan,1.0,0.0,0.0,NaN,0.0,NaN,NaN
2020-02,Algeria,1.0,0.0,0.0,NaN,0.0,NaN,NaN
2020-02,Armenia,0.0,0.0,0.0,NaN,NaN,NaN,NaN
2020-02,Australia,18.0,0.0,0.0,NaN,0.0,16.0,0.8888888888888888
2020-02,Austria,7.0,0.0,1431.0,0.004891684136967157,0.0,6.0,0.8571428571428571
2020-02,Azerbaijan,1.0,0.0,0.0,NaN,0.0,NaN,NaN
2020-02,Bahrain,38.0,0.0,0.0,NaN,0.0,NaN,NaN
2020-02,Belarus,1.0,0.0,0.0,NaN,0.0,NaN,NaN
2020-02,Belgium,1.0,0.0,0.0,NaN,0.0,2.0,2.0
2020-02,Brazil,1.0,0.0,0.0,NaN,0.0,3.0,3.0
2020-02,Cambodia,0.0,0.0,0.0,NaN,NaN,NaN,NaN
2020-02,Canada,13.0,0.0,0.0,NaN,0.0,11.0,0.8461538461538461
2020-02,China,69641.0,2624.0,0.0,NaN,0.03767895349004178,255.0,0.0036616361051679328
2020-02,Croatia,5.0,0.0,0.0,NaN,0.0,NaN,NaN
2020-02,Czech Republic,0.0,0.0,154.0,0.0,NaN,1.0,NaN
2020-02,Denmark,2.0,0.0,306.0,0.006535947712418301,0.0,2.0,1.0
2020-02,Dominican Republic,0.0,0.0,0.0,NaN,NaN,1.0,NaN
2020-02,Ecuador,0.0,0.0,0.0,NaN,NaN,NaN,NaN
2020-02,Egypt,1.0,0.0,0.0,NaN,0.0,NaN,NaN
2020-02,Estonia,1.0,0.0,31.0,0.03225806451612903,0.0,NaN,NaN
2020-02,Fiji,0.0,0.0,1.0,0.0,NaN,NaN,NaN
2020-02,Finland,2.0,0.0,383.0,0.0052219321148825075,0.0,1.0,0.5
2020-02,France,51.0,2.0,0.0,NaN,0.0392156862745098,11.0,0.21568627450980393
2020-02,Georgia,2.0,0.0,0.0,NaN,0.0,2.0,1.0
2020-02,Germany,52.0,0.0,0.0,NaN,0.0,21.0,0.40384615384615385
2020-02,Greece,4.0,0.0,0.0,NaN,0.0,1.0,0.25
2020-02,Guatemala,0.0,0.0,4.0,0.0,NaN,NaN,NaN
2020-02,Hong Kong,0.0,0.0,0.0,NaN,NaN,55.0,NaN
2020-02,Iceland,1.0,0.0,68.0,0.014705882352941175,0.0,1.0,1.0
2020-02,India,2.0,0.0,0.0,NaN,0.0,NaN,NaN
2020-02,Indonesia,0.0,0.0,0.0,NaN,NaN,NaN,NaN
2020-02,International,705.0,6.0,0.0,NaN,0.00851063829787234,NaN,NaN
2020-02,Iran,388.0,34.0,0.0,NaN,0.08762886597938144,NaN,NaN
2020-02,Iraq,7.0,0.0,0.0,NaN,0.0,NaN,NaN
2020-02,Ireland,0.0,0.0,0.0,NaN,NaN,NaN,NaN
2020-02,Israel,7.0,0.0,1202.0,0.005823627287853577,0.0,1.0,0.14285714285714285
2020-02,Italy,885.0,21.0,14337.0,0.061728395061728385,0.023728813559322038,61.0,0.06892655367231638
2020-02,Japan,216.0,3.0,0.0,NaN,0.013888888888888888,87.0,0.4027777777777778
2020-02,Kuwait,45.0,0.0,0.0,NaN,0.0,NaN,NaN
2020-02,Latvia,0.0,0.0,116.0,0.0,NaN,NaN,NaN
2020-02,Lebanon,3.0,0.0,0.0,NaN,0.0,2.0,0.6666666666666666
2020-02,Lithuania,1.0,0.0,0.0,NaN,0.0,1.0,1.0
2020-02,Luxembourg,0.0,0.0,15.0,0.0,NaN,2.0,NaN
2020-02,Macedonia,1.0,0.0,0.0,NaN,0.0,NaN,NaN
2020-02,Malaysia,17.0,0.0,749.0,0.022696929238985315,0.0,8.0,0.47058823529411764
2020-02,Malta,0.0,0.0,156.0,0.0,NaN,NaN,NaN
2020-02,Mexico,12.0,0.0,5082.0,0.002361275088547816,0.0,2.0,0.16666666666666666
2020-02,Monaco,1.0,0.0,0.0,NaN,0.0,NaN,NaN
2020-02,Morocco,0.0,0.0,7.0,0.0,NaN,1.0,NaN
2020-02,Nepal,0.0,0.0,187.0,0.0,NaN,NaN,NaN
2020-02,Netherlands,2.0,0.0,0.0,NaN,0.0,15.0,7.5
2020-02,New Zealand,1.0,0.0,0.0,NaN,0.0,1.0,1.0
2020-02,Nigeria,1.0,0.0,0.0,NaN,0.0,2.0,2.0
2020-02,Norway,6.0,0.0,970.0,0.006185567010309278,0.0,7.0,1.1666666666666667
2020-02,Oman,6.0,0.0,0.0,NaN,0.0,2.0,0.3333333333333333
2020-02,Pakistan,2.0,0.0,0.0,NaN,0.0,NaN,NaN
2020-02,Philippines,2.0,1.0,0.0,NaN,0.5,NaN,NaN
2020-02,Portugal,0.0,0.0,0.0,NaN,NaN,NaN,NaN
2020-02,Qatar,0.0,0.0,0.0,NaN,NaN,NaN,NaN
2020-02,Romania,3.0,0.0,0.0,NaN,0.0,NaN,NaN
2020-02,Russia,2.0,0.0,0.0,NaN,0.0,NaN,NaN
2020-02,San Marino,1.0,0.0,0.0,NaN,0.0,NaN,NaN
2020-02,Senegal,0.0,0.0,1.0,0.0,NaN,1.0,NaN
2020-02,Serbia,0.0,0.0,17.0,0.0,NaN,NaN,NaN
2020-02,Singapore,85.0,0.0,0.0,NaN,0.0,37.0,0.43529411764705883
2020-02,Slovenia,0.0,0.0,0.0,NaN,NaN,NaN,NaN
2020-02,South Africa,0.0,0.0,15.0,0.0,NaN,NaN,NaN
2020-02,South Korea,2924.0,16.0,85144.0,0.0343418209151555,0.005471956224350204,64.0,0.02188782489740082
2020-02,Spain,54.0,0.0,0.0,NaN,0.0,23.0,0.42592592592592593
2020-02,Sri Lanka,0.0,0.0,14.0,0.0,NaN,1.0,NaN
2020-02,Sweden,3.0,0.0,0.0,NaN,0.0,3.0,1.0
2020-02,Switzerland,12.0,0.0,1795.0,0.006685236768802228,0.0,21.0,1.75
2020-02,Taiwan,30.0,1.0,9913.0,0.003026329062846767,0.03333333333333333,9.0,0.3
2020-02,Thailand,28.0,0.0,8242.0,0.003397233681145353,0.0,8.0,0.2857142857142857
2020-02,United Arab Emirates,17.0,0.0,22846.0,0.000744112754968047,0.0,19.0,1.1176470588235294
2020-02,United Kingdom,30.0,0.0,0.0,NaN,0.0,117.0,3.9
2020-02,United States,60.0,0.0,0.0,NaN,0.0,NaN,NaN
2020-02,Vietnam,11.0,0.0,523.0,0.021032504780114723,0.0,1.0,0.09090909090909091
2020-02,World,75414.0,2708.0,0.0,NaN,0.035908452011562834,NaN,NaN
2020-03,Afghanistan,140.0,4.0,0.0,NaN,0.028571428571428567,NaN,NaN
2020-03,Albania,223.0,12.0,0.0,NaN,0.05381165919282512,NaN,NaN
2020-03,Algeria,583.0,35.0,0.0,NaN,0.06003430531732418,2.0,0.003430531732418525
2020-03,Andorra,370.0,8.0,0.0,NaN,0.021621621621621626,1.0,0.002702702702702703
2020-03,Angola,7.0,2.0,0.0,NaN,0.2857142857142857,NaN,NaN
2020-03,Anguilla,2.0,0.0,0.0,NaN,0.0,NaN,NaN
2020-03,Antigua and Barbuda,7.0,0.0,0.0,NaN,0.0,NaN,NaN
2020-03,Argentina,966.0,24.0,0.0,NaN,0.024844720496894408,12.0,0.012422360248447204
2020-03,Armenia,532.0,3.0,0.0,NaN,0.005639097744360902,NaN,NaN
2020-03,Aruba,50.0,0.0,0.0,NaN,0.0,4.0,0.08
2020-03,Australia,4532.0,19.0,0.0,NaN,0.004192409532215357,1555.0,0.34311562224183584
2020-03,Austria,9611.0,108.0,49661.0,0.19353214796319046,0.011237124128602644,379.0,0.03943398189574446
2020-03,Azerbaijan,272.0,4.0,0.0,NaN,0.014705882352941175,NaN,NaN
2020-03,Bahamas,14.0,0.0,0.0,NaN,0.0,NaN,NaN
2020-03,Bahrain,477.0,4.0,3335.0,0.14302848575712146,0.008385744234800839,13.0,0.027253668763102725
2020-03,Bangladesh,49.0,5.0,1759.0,0.02785673678226265,0.1020408163265306,13.0,0.2653061224489796
2020-03,Barbados,34.0,0.0,0.0,NaN,0.0,NaN,NaN
2020-03,Belarus,104.0,0.0,1000.0,0.10400000000000001,0.0,2.0,0.019230769230769232
2020-03,Belgium,15295.0,1170.0,69152.0,0.22117943081906524,0.07649558679306963,401.0,0.026217718208564892
2020-03,Belize,3.0,0.0,0.0,NaN,0.0,2.0,0.6666666666666666
2020-03,Benin,6.0,0.0,0.0,NaN,0.0,8.0,1.3333333333333333
2020-03,Bermuda,27.0,0.0,0.0,NaN,0.0,NaN,NaN
2020-03,Bhutan,4.0,0.0,0.0,NaN,0.0,NaN,NaN
2020-03,Bolivia,107.0,6.0,333.0,0.3213213213213213,0.05607476635514018,NaN,NaN
2020-03,Bosnia and Herzegovina,353.0,8.0,0.0,NaN,0.0226628895184136,13.0,0.036827195467422094
2020-03,Brazil,4578.0,159.0,0.0,NaN,0.03473132372214941,374.0,0.08169506334643949
2020-03,British Virgin Islands,3.0,0.0,0.0,NaN,0.0,NaN,NaN
2020-03,Brunei,127.0,1.0,0.0,NaN,0.007874015748031496,5.0,0.03937007874015748
2020-03,Bulgaria,359.0,8.0,0.0,NaN,0.02228412256267409,4.0,0.011142061281337047
2020-03,Burkina Faso,222.0,12.0,0.0,NaN,0.054054054054054064,NaN,NaN
2020-03,Cambodia,108.0,0.0,0.0,NaN,0.0,NaN,NaN
2020-03,Cameroon,142.0,2.0,0.0,NaN,0.014084507042253518,1.0,0.007042253521126761
2020-03,Canada,7408.0,89.0,222891.0,0.033235976329237166,0.012014038876889848,1160.0,0.15658747300215983
2020-03,Cape Verde,5.0,1.0,0.0,NaN,0.2,NaN,NaN
2020-03,Cayman Islands,12.0,1.0,0.0,NaN,0.08333333333333333,NaN,NaN
2020-03,Central African Republic,6.0,0.0,0.0,NaN,0.0,NaN,NaN
2020-03,Chad,7.0,0.0,0.0,NaN,0.0,NaN,NaN
2020-03,Chile,2449.0,8.0,27600.0,0.08873188405797101,0.0032666394446712946,125.0,0.05104124132298898
2020-03,China,2886.0,472.0,0.0,NaN,0.16354816354816354,129.0,0.0446985446985447
2020-03,Colombia,798.0,14.0,17053.0,0.04679528528704627,0.017543859649122806,83.0,0.10401002506265664
2020-03,Congo,19.0,0.0,0.0,NaN,0.0,NaN,NaN
2020-03,Costa Rica,330.0,2.0,3905.0,0.08450704225352113,0.006060606060606061,47.0,0.14242424242424243
2020-03,Cote d'Ivoire,168.0,1.0,0.0,NaN,0.005952380952380952,NaN,NaN
2020-03,Croatia,785.0,6.0,4755.0,0.1650893796004206,0.007643312101910828,18.0,0.022929936305732482
2020-03,Cuba,170.0,4.0,2248.0,0.07562277580071175,0.023529411764705882,2.0,0.011764705882352941
2020-03,Curacao,9.0,1.0,0.0,NaN,0.1111111111111111,3.0,0.3333333333333333
2020-03,Cyprus,230.0,7.0,1480.0,0.1554054054054054,0.03043478260869565,2.0,0.008695652173913044
2020-03,Czech Republic,3002.0,24.0,55788.0,0.053810855381085536,0.007994670219853431,43.0,0.014323784143904063
2020-03,Democratic Republic of Congo,98.0,8.0,0.0,NaN,0.08163265306122447,NaN,NaN
2020-03,Denmark,2575.0,77.0,29618.0,0.086940374096833,0.029902912621359225,580.0,0.22524271844660193
2020-03,Djibouti,26.0,0.0,0.0,NaN,0.0,NaN,NaN
2020-03,Dominica,11.0,0.0,0.0,NaN,0.0,NaN,NaN
2020-03,Dominican Republic,901.0,42.0,3414.0,0.26391329818394843,0.04661487236403995,2.0,0.0022197558268590455
2020-03,Ecuador,1966.0,62.0,4348.0,0.4521619135234591,0.03153611393692777,8.0,0.004069175991861648
2020-03,Egypt,608.0,40.0,0.0,NaN,0.06578947368421052,3.0,0.004934210526315789
2020-03,El Salvador,32.0,0.0,0.0,NaN,0.0,NaN,NaN
2020-03,Equatorial Guinea,14.0,0.0,0.0,NaN,0.0,NaN,NaN
2020-03,Eritrea,12.0,0.0,0.0,NaN,0.0,NaN,NaN
2020-03,Estonia,714.0,3.0,14749.0,0.048410061699098235,0.004201680672268907,18.0,0.025210084033613446
2020-03,Ethiopia,23.0,0.0,203.0,0.11330049261083745,0.0,NaN,NaN
2020-03,Faeroe Islands,168.0,0.0,0.0,NaN,0.0,NaN,NaN
2020-03,Fiji,5.0,0.0,321.0,0.01557632398753894,0.0,NaN,NaN
2020-03,Finland,1310.0,13.0,23142.0,0.05660703482845044,0.009923664122137405,59.0,0.0450381679389313
2020-03,France,44493.0,3022.0,0.0,NaN,0.0679207965297912,554.0,0.01245139684894253
2020-03,French Polynesia,36.0,0.0,0.0,NaN,0.0,NaN,NaN
2020-03,Gabon,7.0,1.0,0.0,NaN,0.14285714285714285,4.0,0.5714285714285714
2020-03,Gambia,4.0,1.0,0.0,NaN,0.25,5.0,1.25
2020-03,Georgia,96.0,0.0,0.0,NaN,0.0,10.0,0.10416666666666667
2020-03,Germany,61856.0,583.0,0.0,NaN,0.009425116399379204,220.0,0.0035566476978789448
2020-03,Ghana,152.0,5.0,206.0,0.7378640776699029,0.03289473684210526,26.0,0.17105263157894737
2020-03,Gibraltar,69.0,0.0,0.0,NaN,0.0,NaN,NaN
2020-03,Greece,1208.0,43.0,8718.0,0.13856389080064235,0.035596026490066233,75.0,0.062086092715231786
2020-03,Greenland,10.0,0.0,0.0,NaN,0.0,NaN,NaN
2020-03,Grenada,9.0,0.0,0.0,NaN,0.0,NaN,NaN
2020-03,Guam,60.0,1.0,0.0,NaN,0.016666666666666666,3.0,0.05
2020-03,Guatemala,36.0,1.0,890.0,0.04044943820224719,0.027777777777777776,6.0,0.16666666666666666
2020-03,Guernsey,45.0,0.0,0.0,NaN,0.0,NaN,NaN
2020-03,Guinea,16.0,0.0,0.0,NaN,0.0,NaN,NaN
2020-03,Guinea-Bissau,2.0,0.0,0.0,NaN,0.0,NaN,NaN
2020-03,Guyana,8.0,1.0,0.0,NaN,0.125,NaN,NaN
2020-03,Haiti,15.0,0.0,0.0,NaN,0.0,NaN,NaN
2020-03,Honduras,141.0,7.0,0.0,NaN,0.04964539007092199,NaN,NaN
2020-03,Hong Kong,0.0,0.0,0.0,NaN,NaN,58.0,NaN
2020-03,Hungary,492.0,16.0,13708.0,0.035891450248030345,0.032520325203252036,29.0,0.05894308943089431
2020-03,Iceland,1085.0,2.0,19407.0,0.05590766218374813,0.0018433179723502304,398.0,0.36682027649769583
2020-03,India,1248.0,32.0,12019.0,0.10383559364339796,0.02564102564102564,146.0,0.11698717948717949
2020-03,Indonesia,1414.0,122.0,2900.0,0.4875862068965517,0.08628005657708628,20.0,0.014144271570014143
2020-03,International,-9.0,1.0,0.0,NaN,-0.1111111111111111,NaN,NaN
2020-03,Iran,41107.0,2723.0,0.0,NaN,0.06624175931106624,8.0,0.00019461405600019462
2020-03,Iraq,623.0,46.0,0.0,NaN,0.0738362760834671,NaN,NaN
2020-03,Ireland,2910.0,54.0,24343.0,0.11954155198619724,0.01855670103092784,23.0,0.007903780068728522
2020-03,Isle of Man,42.0,0.0,0.0,NaN,0.0,NaN,NaN
2020-03,Israel,4466.0,17.0,76420.0,0.0584401989008113,0.00380653828929691,135.0,0.030228392297357815
2020-03,Italy,100851.0,11570.0,488307.0,0.20653195633075092,0.11472370130192065,320.0,0.003172997788817166
2020-03,Jamaica,38.0,1.0,34.0,1.1176470588235294,0.02631578947368421,6.0,0.15789473684210525
2020-03,Japan,1723.0,53.0,0.0,NaN,0.030760301799187463,225.0,0.130586186883343
2020-03,Jersey,63.0,2.0,0.0,NaN,0.031746031746031744,NaN,NaN
2020-03,Jordan,268.0,5.0,0.0,NaN,0.018656716417910446,16.0,0.05970149253731343
2020-03,Kazakhstan,325.0,1.0,30779.0,0.010559147470678059,0.003076923076923077,5.0,0.015384615384615385
2020-03,Kenya,50.0,1.0,537.0,0.0931098696461825,0.02,28.0,0.56
2020-03,Kosovo,110.0,1.0,0.0,NaN,0.00909090909090909,NaN,NaN
2020-03,Kuwait,221.0,0.0,0.0,NaN,0.0,8.0,0.03619909502262444
2020-03,Kyrgyzstan,84.0,0.0,0.0,NaN,0.0,NaN,NaN
2020-03,Laos,9.0,0.0,0.0,NaN,0.0,NaN,NaN
2020-03,Latvia,376.0,0.0,14691.0,0.025593901027840173,0.0,28.0,0.07446808510638298
2020-03,Lebanon,443.0,11.0,0.0,NaN,0.024830699774266364,13.0,0.029345372460496615
2020-03,Liberia,3.0,0.0,0.0,NaN,0.0,NaN,NaN
2020-03,Libya,8.0,0.0,116.0,0.06896551724137931,0.0,NaN,NaN
2020-03,Liechtenstein,64.0,0.0,0.0,NaN,0.0,NaN,NaN
2020-03,Lithuania,483.0,7.0,4707.0,0.10261312938177183,0.014492753623188406,2.0,0.004140786749482402
2020-03,Luxembourg,1988.0,22.0,16390.0,0.1212934716290421,0.011066398390342052,144.0,0.07243460764587525
2020-03,Macedonia,284.0,7.0,392.0,0.7244897959183674,0.02464788732394366,NaN,NaN
2020-03,Madagascar,44.0,0.0,0.0,NaN,0.0,1.0,0.022727272727272728
2020-03,Malawi,0.0,0.0,17.0,0.0,NaN,NaN,NaN
